Dağıtılan Enerji (MWh),month,year,date,hour,o_clock,season,HourControl
1382.4350994551914,10,2020,2020-10-02,02:00:00,2,Autumn,Night
1347.7429002987612,10,2020,2020-10-02,03:00:00,3,Autumn,Night
1329.898292102306,10,2020,2020-10-02,04:00:00,4,Autumn,Night
1330.2758250651366,10,2020,2020-10-02,05:00:00,5,Autumn,Night
1383.6063770003586,10,2020,2020-10-02,06:00:00,6,Autumn,Night
1435.0026182209008,10,2020,2020-10-02,07:00:00,7,Autumn,Daytime
1756.4791968725112,10,2020,2020-10-02,08:00:00,8,Autumn,Daytime
1959.0277146273097,10,2020,2020-10-02,09:00:00,9,Autumn,Daytime
2071.332991746542,10,2020,2020-10-02,10:00:00,10,Autumn,Daytime
2139.4466717538216,10,2020,2020-10-02,11:00:00,11,Autumn,Daytime
2091.8320486996618,10,2020,2020-10-02,12:00:00,12,Autumn,Daytime
2106.056011291558,10,2020,2020-10-02,13:00:00,13,Autumn,Daytime
2172.5521725681065,10,2020,2020-10-02,14:00:00,14,Autumn,Daytime
2141.537605815332,10,2020,2020-10-02,15:00:00,15,Autumn,Daytime
2108.642883188424,10,2020,2020-10-02,16:00:00,16,Autumn,Daytime
2040.8289478490365,10,2020,2020-10-02,17:00:00,17,Autumn,Daytime
2007.6098855893847,10,2020,2020-10-02,18:00:00,18,Autumn,Daytime
2093.3659701878364,10,2020,2020-10-02,19:00:00,19,Autumn,Night
1998.8930631353935,10,2020,2020-10-02,20:00:00,20,Autumn,Night
1886.81912596214,10,2020,2020-10-02,21:00:00,21,Autumn,Night
1790.6030328272789,10,2020,2020-10-02,22:00:00,22,Autumn,Night
1693.7716572853765,10,2020,2020-10-02,23:00:00,23,Autumn,Night
1560.317677665789,10,2020,2020-10-03,00:00:00,0,Autumn,Night
1443.507429664728,10,2020,2020-10-03,01:00:00,1,Autumn,Night
1377.7682194550396,10,2020,2020-10-03,02:00:00,2,Autumn,Night
1333.6635855200618,10,2020,2020-10-03,03:00:00,3,Autumn,Night
1302.845290782683,10,2020,2020-10-03,04:00:00,4,Autumn,Night
1306.8828238863437,10,2020,2020-10-03,05:00:00,5,Autumn,Night
1329.420525028235,10,2020,2020-10-03,06:00:00,6,Autumn,Night
1335.9905641087637,10,2020,2020-10-03,07:00:00,7,Autumn,Daytime
1606.3837117886349,10,2020,2020-10-03,08:00:00,8,Autumn,Daytime
1817.4831078346424,10,2020,2020-10-03,09:00:00,9,Autumn,Daytime
1935.850278205548,10,2020,2020-10-03,10:00:00,10,Autumn,Daytime
2017.2147804589508,10,2020,2020-10-03,11:00:00,11,Autumn,Daytime
2003.8472779605795,10,2020,2020-10-03,12:00:00,12,Autumn,Daytime
2032.6667119859844,10,2020,2020-10-03,13:00:00,13,Autumn,Daytime
2045.3528489095663,10,2020,2020-10-03,14:00:00,14,Autumn,Daytime
2004.476536398228,10,2020,2020-10-03,15:00:00,15,Autumn,Daytime
1979.4229096234933,10,2020,2020-10-03,16:00:00,16,Autumn,Daytime
1955.934759122922,10,2020,2020-10-03,17:00:00,17,Autumn,Daytime
1960.6653045308617,10,2020,2020-10-03,18:00:00,18,Autumn,Daytime
2050.2804311766704,10,2020,2020-10-03,19:00:00,19,Autumn,Night
1947.49961988217,10,2020,2020-10-03,20:00:00,20,Autumn,Night
1840.1735586896325,10,2020,2020-10-03,21:00:00,21,Autumn,Night
1740.4731180320591,10,2020,2020-10-03,22:00:00,22,Autumn,Night
1642.504686953559,10,2020,2020-10-03,23:00:00,23,Autumn,Night
1502.8054507300403,10,2020,2020-10-04,00:00:00,0,Autumn,Night
1395.63309165975,10,2020,2020-10-04,01:00:00,1,Autumn,Night
1309.2215119085365,10,2020,2020-10-04,02:00:00,2,Autumn,Night
1260.639503901387,10,2020,2020-10-04,03:00:00,3,Autumn,Night
1234.5356227221985,10,2020,2020-10-04,04:00:00,4,Autumn,Night
1232.4209578934122,10,2020,2020-10-04,05:00:00,5,Autumn,Night
1240.7051329678184,10,2020,2020-10-04,06:00:00,6,Autumn,Night
1206.250276511493,10,2020,2020-10-04,07:00:00,7,Autumn,Daytime
1340.4034928344674,10,2020,2020-10-04,08:00:00,8,Autumn,Daytime
1514.6674468537767,10,2020,2020-10-04,09:00:00,9,Autumn,Daytime
1659.3385433538635,10,2020,2020-10-04,10:00:00,10,Autumn,Daytime
1756.9560117653768,10,2020,2020-10-04,11:00:00,11,Autumn,Daytime
1793.6521506522677,10,2020,2020-10-04,12:00:00,12,Autumn,Daytime
1833.114821430254,10,2020,2020-10-04,13:00:00,13,Autumn,Daytime
1844.672747835639,10,2020,2020-10-04,14:00:00,14,Autumn,Daytime
1818.931161951594,10,2020,2020-10-04,15:00:00,15,Autumn,Daytime
1807.4023000067068,10,2020,2020-10-04,16:00:00,16,Autumn,Daytime
1811.221791350657,10,2020,2020-10-04,17:00:00,17,Autumn,Daytime
1851.609779029652,10,2020,2020-10-04,18:00:00,18,Autumn,Daytime
1962.9334306375408,10,2020,2020-10-04,19:00:00,19,Autumn,Night
1886.134419019204,10,2020,2020-10-04,20:00:00,20,Autumn,Night
1801.095534878379,10,2020,2020-10-04,21:00:00,21,Autumn,Night
1714.7028731741211,10,2020,2020-10-04,22:00:00,22,Autumn,Night
1630.359400014508,10,2020,2020-10-04,23:00:00,23,Autumn,Night
1489.5312196282823,10,2020,2020-10-05,00:00:00,0,Autumn,Night
1387.5230247600414,10,2020,2020-10-05,01:00:00,1,Autumn,Night
1313.6177354828817,10,2020,2020-10-05,02:00:00,2,Autumn,Night
1272.72063073431,10,2020,2020-10-05,03:00:00,3,Autumn,Night
1257.2500976029587,10,2020,2020-10-05,04:00:00,4,Autumn,Night
1265.1142269069114,10,2020,2020-10-05,05:00:00,5,Autumn,Night
1326.5445091589108,10,2020,2020-10-05,06:00:00,6,Autumn,Night
1397.018941180681,10,2020,2020-10-05,07:00:00,7,Autumn,Daytime
1779.130783922005,10,2020,2020-10-05,08:00:00,8,Autumn,Daytime
2022.9380857255144,10,2020,2020-10-05,09:00:00,9,Autumn,Daytime
2154.5252341276178,10,2020,2020-10-05,10:00:00,10,Autumn,Daytime
2257.5760642080627,10,2020,2020-10-05,11:00:00,11,Autumn,Daytime
2222.946613327215,10,2020,2020-10-05,12:00:00,12,Autumn,Daytime
2324.6690863876306,10,2020,2020-10-05,13:00:00,13,Autumn,Daytime
2403.5942409289555,10,2020,2020-10-05,14:00:00,14,Autumn,Daytime
2367.260183696304,10,2020,2020-10-05,15:00:00,15,Autumn,Daytime
2342.626770815963,10,2020,2020-10-05,16:00:00,16,Autumn,Daytime
2271.506728870242,10,2020,2020-10-05,17:00:00,17,Autumn,Daytime
2176.60494395289,10,2020,2020-10-05,18:00:00,18,Autumn,Daytime
2223.7798305958586,10,2020,2020-10-05,19:00:00,19,Autumn,Night
2125.1491411737065,10,2020,2020-10-05,20:00:00,20,Autumn,Night
1999.790342349082,10,2020,2020-10-05,21:00:00,21,Autumn,Night
1874.9660977820188,10,2020,2020-10-05,22:00:00,22,Autumn,Night
1782.0935431884895,10,2020,2020-10-05,23:00:00,23,Autumn,Night
1630.823345353244,10,2020,2020-10-06,00:00:00,0,Autumn,Night
1509.9499119339484,10,2020,2020-10-06,01:00:00,1,Autumn,Night
1421.4798601434743,10,2020,2020-10-06,02:00:00,2,Autumn,Night
1373.5567725630965,10,2020,2020-10-06,03:00:00,3,Autumn,Night
1355.1493286175794,10,2020,2020-10-06,04:00:00,4,Autumn,Night
1361.5989881179876,10,2020,2020-10-06,05:00:00,5,Autumn,Night
1406.2139752368405,10,2020,2020-10-06,06:00:00,6,Autumn,Night
1470.9635762582052,10,2020,2020-10-06,07:00:00,7,Autumn,Daytime
1810.7539676870117,10,2020,2020-10-06,08:00:00,8,Autumn,Daytime
2056.4285987850726,10,2020,2020-10-06,09:00:00,9,Autumn,Daytime
2172.521119198597,10,2020,2020-10-06,10:00:00,10,Autumn,Daytime
2278.2324024839177,10,2020,2020-10-06,11:00:00,11,Autumn,Daytime
2251.9933435187163,10,2020,2020-10-06,12:00:00,12,Autumn,Daytime
2351.0750364595465,10,2020,2020-10-06,13:00:00,13,Autumn,Daytime
2421.901157635072,10,2020,2020-10-06,14:00:00,14,Autumn,Daytime
2403.598713970195,10,2020,2020-10-06,15:00:00,15,Autumn,Daytime
2364.531272186791,10,2020,2020-10-06,16:00:00,16,Autumn,Daytime
2279.1336272513245,10,2020,2020-10-06,17:00:00,17,Autumn,Daytime
2207.646757030753,10,2020,2020-10-06,18:00:00,18,Autumn,Daytime
2253.691287753104,10,2020,2020-10-06,19:00:00,19,Autumn,Night
2155.987434200008,10,2020,2020-10-06,20:00:00,20,Autumn,Night
2028.7241283753035,10,2020,2020-10-06,21:00:00,21,Autumn,Night
1920.3233262858544,10,2020,2020-10-06,22:00:00,22,Autumn,Night
1806.5440130461088,10,2020,2020-10-06,23:00:00,23,Autumn,Night
1660.1500554886024,10,2020,2020-10-07,00:00:00,0,Autumn,Night
1536.804724403129,10,2020,2020-10-07,01:00:00,1,Autumn,Night
1448.596178055349,10,2020,2020-10-07,02:00:00,2,Autumn,Night
1400.3613416557398,10,2020,2020-10-07,03:00:00,3,Autumn,Night
1371.1547643378628,10,2020,2020-10-07,04:00:00,4,Autumn,Night
1385.2560558395255,10,2020,2020-10-07,05:00:00,5,Autumn,Night
1429.41547047698,10,2020,2020-10-07,06:00:00,6,Autumn,Night
1485.4146368067488,10,2020,2020-10-07,07:00:00,7,Autumn,Daytime
1826.1968936734515,10,2020,2020-10-07,08:00:00,8,Autumn,Daytime
2057.3782226639973,10,2020,2020-10-07,09:00:00,9,Autumn,Daytime
2136.928397238901,10,2020,2020-10-07,10:00:00,10,Autumn,Daytime
2235.685573570796,10,2020,2020-10-07,11:00:00,11,Autumn,Daytime
2171.8775113280512,10,2020,2020-10-07,12:00:00,12,Autumn,Daytime
2265.010689382412,10,2020,2020-10-07,13:00:00,13,Autumn,Daytime
2337.341170934769,10,2020,2020-10-07,14:00:00,14,Autumn,Daytime
2319.972725774729,10,2020,2020-10-07,15:00:00,15,Autumn,Daytime
2301.2657382480334,10,2020,2020-10-07,16:00:00,16,Autumn,Daytime
2232.113888174816,10,2020,2020-10-07,17:00:00,17,Autumn,Daytime
2161.0084529321493,10,2020,2020-10-07,18:00:00,18,Autumn,Daytime
2190.998542121998,10,2020,2020-10-07,19:00:00,19,Autumn,Night
2091.675854899441,10,2020,2020-10-07,20:00:00,20,Autumn,Night
1980.485306165946,10,2020,2020-10-07,21:00:00,21,Autumn,Night
1881.2896324197595,10,2020,2020-10-07,22:00:00,22,Autumn,Night
1776.0884800178749,10,2020,2020-10-07,23:00:00,23,Autumn,Night
1623.1537089060132,10,2020,2020-10-08,00:00:00,0,Autumn,Night
1498.3602524733217,10,2020,2020-10-08,01:00:00,1,Autumn,Night
1404.0283819844324,10,2020,2020-10-08,02:00:00,2,Autumn,Night
1371.4470838535706,10,2020,2020-10-08,03:00:00,3,Autumn,Night
1330.72329234148,10,2020,2020-10-08,04:00:00,4,Autumn,Night
1348.792513553291,10,2020,2020-10-08,05:00:00,5,Autumn,Night
1388.8128988693338,10,2020,2020-10-08,06:00:00,6,Autumn,Night
1456.8154249493746,10,2020,2020-10-08,07:00:00,7,Autumn,Daytime
1781.3270065951635,10,2020,2020-10-08,08:00:00,8,Autumn,Daytime
1998.607585572843,10,2020,2020-10-08,09:00:00,9,Autumn,Daytime
2138.513425820616,10,2020,2020-10-08,10:00:00,10,Autumn,Daytime
2213.255126727792,10,2020,2020-10-08,11:00:00,11,Autumn,Daytime
2140.2361463272086,10,2020,2020-10-08,12:00:00,12,Autumn,Daytime
2168.600087219182,10,2020,2020-10-08,13:00:00,13,Autumn,Daytime
2204.2996007532306,10,2020,2020-10-08,14:00:00,14,Autumn,Daytime
2107.590706284533,10,2020,2020-10-08,15:00:00,15,Autumn,Daytime
2044.7931570967487,10,2020,2020-10-08,16:00:00,16,Autumn,Daytime
1915.9282375158705,10,2020,2020-10-08,17:00:00,17,Autumn,Daytime
1857.452133682556,10,2020,2020-10-08,18:00:00,18,Autumn,Daytime
1932.5387777279443,10,2020,2020-10-08,19:00:00,19,Autumn,Night
1854.7579954369792,10,2020,2020-10-08,20:00:00,20,Autumn,Night
1773.9957287823452,10,2020,2020-10-08,21:00:00,21,Autumn,Night
1671.4671674001368,10,2020,2020-10-08,22:00:00,22,Autumn,Night
1578.785972806363,10,2020,2020-10-08,23:00:00,23,Autumn,Night
1464.789205529503,10,2020,2020-10-09,00:00:00,0,Autumn,Night
1362.6166108657278,10,2020,2020-10-09,01:00:00,1,Autumn,Night
1291.1633088376293,10,2020,2020-10-09,02:00:00,2,Autumn,Night
1264.6940449944673,10,2020,2020-10-09,03:00:00,3,Autumn,Night
1245.7600391027802,10,2020,2020-10-09,04:00:00,4,Autumn,Night
1256.1595214904569,10,2020,2020-10-09,05:00:00,5,Autumn,Night
1307.4834828044482,10,2020,2020-10-09,06:00:00,6,Autumn,Night
1367.9160858541582,10,2020,2020-10-09,07:00:00,7,Autumn,Daytime
1713.643298946704,10,2020,2020-10-09,08:00:00,8,Autumn,Daytime
1933.8782065987984,10,2020,2020-10-09,09:00:00,9,Autumn,Daytime
2034.0096160035664,10,2020,2020-10-09,10:00:00,10,Autumn,Daytime
2081.5926524147344,10,2020,2020-10-09,11:00:00,11,Autumn,Daytime
1992.3858399525225,10,2020,2020-10-09,12:00:00,12,Autumn,Daytime
1997.977941266606,10,2020,2020-10-09,13:00:00,13,Autumn,Daytime
2050.5190066376945,10,2020,2020-10-09,14:00:00,14,Autumn,Daytime
2021.0518986999425,10,2020,2020-10-09,15:00:00,15,Autumn,Daytime
1978.1784970498895,10,2020,2020-10-09,16:00:00,16,Autumn,Daytime
1921.6919214191091,10,2020,2020-10-09,17:00:00,17,Autumn,Daytime
1908.815355347721,10,2020,2020-10-09,18:00:00,18,Autumn,Daytime
1997.8517268807564,10,2020,2020-10-09,19:00:00,19,Autumn,Night
1907.967184062591,10,2020,2020-10-09,20:00:00,20,Autumn,Night
1802.9087212061968,10,2020,2020-10-09,21:00:00,21,Autumn,Night
1720.5015563749614,10,2020,2020-10-09,22:00:00,22,Autumn,Night
1630.361668991039,10,2020,2020-10-09,23:00:00,23,Autumn,Night
1497.3243656860675,10,2020,2020-10-10,00:00:00,0,Autumn,Night
1375.4549778125215,10,2020,2020-10-10,01:00:00,1,Autumn,Night
1291.7628414207534,10,2020,2020-10-10,02:00:00,2,Autumn,Night
1248.0750075140372,10,2020,2020-10-10,03:00:00,3,Autumn,Night
1225.8595213555673,10,2020,2020-10-10,04:00:00,4,Autumn,Night
1236.4457847885042,10,2020,2020-10-10,05:00:00,5,Autumn,Night
1268.4921503812177,10,2020,2020-10-10,06:00:00,6,Autumn,Night
1273.9974283557306,10,2020,2020-10-10,07:00:00,7,Autumn,Daytime
1492.8598263954298,10,2020,2020-10-10,08:00:00,8,Autumn,Daytime
1709.9932025006412,10,2020,2020-10-10,09:00:00,9,Autumn,Daytime
1837.889619579713,10,2020,2020-10-10,10:00:00,10,Autumn,Daytime
1898.430468711391,10,2020,2020-10-10,11:00:00,11,Autumn,Daytime
1878.1754721588668,10,2020,2020-10-10,12:00:00,12,Autumn,Daytime
1905.1148954098053,10,2020,2020-10-10,13:00:00,13,Autumn,Daytime
1895.4187748056547,10,2020,2020-10-10,14:00:00,14,Autumn,Daytime
1860.2197499768688,10,2020,2020-10-10,15:00:00,15,Autumn,Daytime
1816.3916044238547,10,2020,2020-10-10,16:00:00,16,Autumn,Daytime
1802.3348041484085,10,2020,2020-10-10,17:00:00,17,Autumn,Daytime
1838.523984108709,10,2020,2020-10-10,18:00:00,18,Autumn,Daytime
1923.3035449495865,10,2020,2020-10-10,19:00:00,19,Autumn,Night
1832.9638297937272,10,2020,2020-10-10,20:00:00,20,Autumn,Night
1738.520010088283,10,2020,2020-10-10,21:00:00,21,Autumn,Night
1649.505075786534,10,2020,2020-10-10,22:00:00,22,Autumn,Night
1547.1149508928884,10,2020,2020-10-10,23:00:00,23,Autumn,Night
1433.8252971519737,10,2020,2020-10-11,00:00:00,0,Autumn,Night
1327.236449704579,10,2020,2020-10-11,01:00:00,1,Autumn,Night
1236.5196127428908,10,2020,2020-10-11,02:00:00,2,Autumn,Night
1195.0146788628044,10,2020,2020-10-11,03:00:00,3,Autumn,Night
1167.5234177437071,10,2020,2020-10-11,04:00:00,4,Autumn,Night
1171.4115483369098,10,2020,2020-10-11,05:00:00,5,Autumn,Night
1185.0615485610558,10,2020,2020-10-11,06:00:00,6,Autumn,Night
1154.1788807294524,10,2020,2020-10-11,07:00:00,7,Autumn,Daytime
1285.9637836191123,10,2020,2020-10-11,08:00:00,8,Autumn,Daytime
1428.284636289227,10,2020,2020-10-11,09:00:00,9,Autumn,Daytime
1566.580127018968,10,2020,2020-10-11,10:00:00,10,Autumn,Daytime
1637.6867704427395,10,2020,2020-10-11,11:00:00,11,Autumn,Daytime
1658.4464931393695,10,2020,2020-10-11,12:00:00,12,Autumn,Daytime
1670.7487447625635,10,2020,2020-10-11,13:00:00,13,Autumn,Daytime
1669.517052757036,10,2020,2020-10-11,14:00:00,14,Autumn,Daytime
1639.6789634130118,10,2020,2020-10-11,15:00:00,15,Autumn,Daytime
1617.8735617142388,10,2020,2020-10-11,16:00:00,16,Autumn,Daytime
1631.083175057899,10,2020,2020-10-11,17:00:00,17,Autumn,Daytime
1706.3246420468502,10,2020,2020-10-11,18:00:00,18,Autumn,Daytime
1822.5199818209835,10,2020,2020-10-11,19:00:00,19,Autumn,Night
1753.084209281447,10,2020,2020-10-11,20:00:00,20,Autumn,Night
1680.7331638375629,10,2020,2020-10-11,21:00:00,21,Autumn,Night
1606.567903036222,10,2020,2020-10-11,22:00:00,22,Autumn,Night
1506.5698514820654,10,2020,2020-10-11,23:00:00,23,Autumn,Night
1386.465066763461,10,2020,2020-10-12,00:00:00,0,Autumn,Night
1271.6422504185502,10,2020,2020-10-12,01:00:00,1,Autumn,Night
1199.937617433491,10,2020,2020-10-12,02:00:00,2,Autumn,Night
1168.152967333328,10,2020,2020-10-12,03:00:00,3,Autumn,Night
1148.4096977889478,10,2020,2020-10-12,04:00:00,4,Autumn,Night
1167.6211876661894,10,2020,2020-10-12,05:00:00,5,Autumn,Night
1236.8462649512076,10,2020,2020-10-12,06:00:00,6,Autumn,Night
1319.9321965632223,10,2020,2020-10-12,07:00:00,7,Autumn,Daytime
1608.677149181212,10,2020,2020-10-12,08:00:00,8,Autumn,Daytime
1797.2871483671215,10,2020,2020-10-12,09:00:00,9,Autumn,Daytime
1892.807841750269,10,2020,2020-10-12,10:00:00,10,Autumn,Daytime
1988.5426256973424,10,2020,2020-10-12,11:00:00,11,Autumn,Daytime
1924.5933755150936,10,2020,2020-10-12,12:00:00,12,Autumn,Daytime
1987.855504754752,10,2020,2020-10-12,13:00:00,13,Autumn,Daytime
2044.261373196363,10,2020,2020-10-12,14:00:00,14,Autumn,Daytime
2011.5983257943228,10,2020,2020-10-12,15:00:00,15,Autumn,Daytime
2010.070817819891,10,2020,2020-10-12,16:00:00,16,Autumn,Daytime
1982.498121453924,10,2020,2020-10-12,17:00:00,17,Autumn,Daytime
1957.4173706853096,10,2020,2020-10-12,18:00:00,18,Autumn,Daytime
2023.0098442791536,10,2020,2020-10-12,19:00:00,19,Autumn,Night
1940.2820567932847,10,2020,2020-10-12,20:00:00,20,Autumn,Night
1834.990339570818,10,2020,2020-10-12,21:00:00,21,Autumn,Night
1736.2450430551826,10,2020,2020-10-12,22:00:00,22,Autumn,Night
1639.4398451458555,10,2020,2020-10-12,23:00:00,23,Autumn,Night
1502.6134543032765,10,2020,2020-10-13,00:00:00,0,Autumn,Night
1379.6398017376823,10,2020,2020-10-13,01:00:00,1,Autumn,Night
1315.1676009704568,10,2020,2020-10-13,02:00:00,2,Autumn,Night
1278.7233403840155,10,2020,2020-10-13,03:00:00,3,Autumn,Night
1261.7844099262802,10,2020,2020-10-13,04:00:00,4,Autumn,Night
1274.2825944614206,10,2020,2020-10-13,05:00:00,5,Autumn,Night
1314.7563450216398,10,2020,2020-10-13,06:00:00,6,Autumn,Night
1368.906995279702,10,2020,2020-10-13,07:00:00,7,Autumn,Daytime
1651.6917159761229,10,2020,2020-10-13,08:00:00,8,Autumn,Daytime
1856.1088613395011,10,2020,2020-10-13,09:00:00,9,Autumn,Daytime
1946.735459014551,10,2020,2020-10-13,10:00:00,10,Autumn,Daytime
2008.364066324776,10,2020,2020-10-13,11:00:00,11,Autumn,Daytime
1940.4411266443983,10,2020,2020-10-13,12:00:00,12,Autumn,Daytime
1989.816795402822,10,2020,2020-10-13,13:00:00,13,Autumn,Daytime
2048.155181293145,10,2020,2020-10-13,14:00:00,14,Autumn,Daytime
1973.337323012406,10,2020,2020-10-13,15:00:00,15,Autumn,Daytime
1837.5271882314569,10,2020,2020-10-13,16:00:00,16,Autumn,Daytime
1873.1315545754237,10,2020,2020-10-13,17:00:00,17,Autumn,Daytime
1889.1384473201704,10,2020,2020-10-13,18:00:00,18,Autumn,Daytime
1953.1766582068908,10,2020,2020-10-13,19:00:00,19,Autumn,Night
1878.0544323883648,10,2020,2020-10-13,20:00:00,20,Autumn,Night
1760.633373984214,10,2020,2020-10-13,21:00:00,21,Autumn,Night
1663.7239029524546,10,2020,2020-10-13,22:00:00,22,Autumn,Night
1566.8865732687773,10,2020,2020-10-13,23:00:00,23,Autumn,Night
1451.6606566554394,10,2020,2020-10-14,00:00:00,0,Autumn,Night
1353.9446619354908,10,2020,2020-10-14,01:00:00,1,Autumn,Night
1283.7316102336138,10,2020,2020-10-14,02:00:00,2,Autumn,Night
1253.709341922619,10,2020,2020-10-14,03:00:00,3,Autumn,Night
1230.9519756412271,10,2020,2020-10-14,04:00:00,4,Autumn,Night
1242.3449145389536,10,2020,2020-10-14,05:00:00,5,Autumn,Night
1290.2130810567455,10,2020,2020-10-14,06:00:00,6,Autumn,Night
1337.7022303499482,10,2020,2020-10-14,07:00:00,7,Autumn,Daytime
1611.661055959998,10,2020,2020-10-14,08:00:00,8,Autumn,Daytime
1827.63608491883,10,2020,2020-10-14,09:00:00,9,Autumn,Daytime
1919.706134838172,10,2020,2020-10-14,10:00:00,10,Autumn,Daytime
1999.732466704501,10,2020,2020-10-14,11:00:00,11,Autumn,Daytime
1930.8249263560456,10,2020,2020-10-14,12:00:00,12,Autumn,Daytime
1990.9455169693608,10,2020,2020-10-14,13:00:00,13,Autumn,Daytime
2033.696708617081,10,2020,2020-10-14,14:00:00,14,Autumn,Daytime
1977.6470078279476,10,2020,2020-10-14,15:00:00,15,Autumn,Daytime
1981.5224025742805,10,2020,2020-10-14,16:00:00,16,Autumn,Daytime
1957.2606420481409,10,2020,2020-10-14,17:00:00,17,Autumn,Daytime
1962.9523863392567,10,2020,2020-10-14,18:00:00,18,Autumn,Daytime
2021.8599328410871,10,2020,2020-10-14,19:00:00,19,Autumn,Night
1925.7755800017144,10,2020,2020-10-14,20:00:00,20,Autumn,Night
1810.2066251205788,10,2020,2020-10-14,21:00:00,21,Autumn,Night
1737.3127002814856,10,2020,2020-10-14,22:00:00,22,Autumn,Night
1630.2186220732192,10,2020,2020-10-14,23:00:00,23,Autumn,Night
1479.5307274645222,10,2020,2020-10-15,00:00:00,0,Autumn,Night
1364.1258751898922,10,2020,2020-10-15,01:00:00,1,Autumn,Night
1302.0554965922822,10,2020,2020-10-15,02:00:00,2,Autumn,Night
1260.501136579049,10,2020,2020-10-15,03:00:00,3,Autumn,Night
1245.4996635945672,10,2020,2020-10-15,04:00:00,4,Autumn,Night
1258.831522282034,10,2020,2020-10-15,05:00:00,5,Autumn,Night
1311.128266585252,10,2020,2020-10-15,06:00:00,6,Autumn,Night
1382.0774722260005,10,2020,2020-10-15,07:00:00,7,Autumn,Daytime
1644.710120493611,10,2020,2020-10-15,08:00:00,8,Autumn,Daytime
1829.535418545401,10,2020,2020-10-15,09:00:00,9,Autumn,Daytime
1916.7970566145043,10,2020,2020-10-15,10:00:00,10,Autumn,Daytime
2002.9041331853216,10,2020,2020-10-15,11:00:00,11,Autumn,Daytime
1948.4594660131288,10,2020,2020-10-15,12:00:00,12,Autumn,Daytime
1988.0975748048277,10,2020,2020-10-15,13:00:00,13,Autumn,Daytime
2037.0328119183755,10,2020,2020-10-15,14:00:00,14,Autumn,Daytime
2009.5024790472776,10,2020,2020-10-15,15:00:00,15,Autumn,Daytime
1993.33693738742,10,2020,2020-10-15,16:00:00,16,Autumn,Daytime
1961.621383477603,10,2020,2020-10-15,17:00:00,17,Autumn,Daytime
1962.5287767006064,10,2020,2020-10-15,18:00:00,18,Autumn,Daytime
2024.9975242920136,10,2020,2020-10-15,19:00:00,19,Autumn,Night
1931.5015696493065,10,2020,2020-10-15,20:00:00,20,Autumn,Night
1823.4672852299293,10,2020,2020-10-15,21:00:00,21,Autumn,Night
1737.4670804795617,10,2020,2020-10-15,22:00:00,22,Autumn,Night
1629.512558610587,10,2020,2020-10-15,23:00:00,23,Autumn,Night
1482.0122633043632,10,2020,2020-10-16,00:00:00,0,Autumn,Night
1365.1808422879635,10,2020,2020-10-16,01:00:00,1,Autumn,Night
1297.3887747853623,10,2020,2020-10-16,02:00:00,2,Autumn,Night
1257.9322333416658,10,2020,2020-10-16,03:00:00,3,Autumn,Night
1249.8509855004477,10,2020,2020-10-16,04:00:00,4,Autumn,Night
1256.5319392932342,10,2020,2020-10-16,05:00:00,5,Autumn,Night
1313.276540331835,10,2020,2020-10-16,06:00:00,6,Autumn,Night
1375.7112465773243,10,2020,2020-10-16,07:00:00,7,Autumn,Daytime
1649.5243434634565,10,2020,2020-10-16,08:00:00,8,Autumn,Daytime
1850.795048686168,10,2020,2020-10-16,09:00:00,9,Autumn,Daytime
1938.293257734592,10,2020,2020-10-16,10:00:00,10,Autumn,Daytime
2018.4082754297883,10,2020,2020-10-16,11:00:00,11,Autumn,Daytime
1945.590404659684,10,2020,2020-10-16,12:00:00,12,Autumn,Daytime
1958.2112045217596,10,2020,2020-10-16,13:00:00,13,Autumn,Daytime
2021.1277557180576,10,2020,2020-10-16,14:00:00,14,Autumn,Daytime
2002.124710063646,10,2020,2020-10-16,15:00:00,15,Autumn,Daytime
1994.7271939951877,10,2020,2020-10-16,16:00:00,16,Autumn,Daytime
1959.0019908236973,10,2020,2020-10-16,17:00:00,17,Autumn,Daytime
1960.802244258498,10,2020,2020-10-16,18:00:00,18,Autumn,Daytime
1997.026766616537,10,2020,2020-10-16,19:00:00,19,Autumn,Night
1890.8551691540024,10,2020,2020-10-16,20:00:00,20,Autumn,Night
1792.6933637995935,10,2020,2020-10-16,21:00:00,21,Autumn,Night
1707.4934855663391,10,2020,2020-10-16,22:00:00,22,Autumn,Night
1614.366289177124,10,2020,2020-10-16,23:00:00,23,Autumn,Night
1489.6384045813456,10,2020,2020-10-17,00:00:00,0,Autumn,Night
1369.397320778373,10,2020,2020-10-17,01:00:00,1,Autumn,Night
1299.71687619775,10,2020,2020-10-17,02:00:00,2,Autumn,Night
1252.8154024336598,10,2020,2020-10-17,03:00:00,3,Autumn,Night
1234.9129335383818,10,2020,2020-10-17,04:00:00,4,Autumn,Night
1233.242575011834,10,2020,2020-10-17,05:00:00,5,Autumn,Night
1264.1948402756796,10,2020,2020-10-17,06:00:00,6,Autumn,Night
1288.3601411413897,10,2020,2020-10-17,07:00:00,7,Autumn,Daytime
1508.4521377515798,10,2020,2020-10-17,08:00:00,8,Autumn,Daytime
1716.7807848180714,10,2020,2020-10-17,09:00:00,9,Autumn,Daytime
1843.22292877442,10,2020,2020-10-17,10:00:00,10,Autumn,Daytime
1913.241952142416,10,2020,2020-10-17,11:00:00,11,Autumn,Daytime
